Timestamp,Username,Client_IP,Endpoint,HTTP_Method,HTTP_Status,Response_Time_ms,User_Agent,Session_ID,Request_ID
2026-09-03 11:05:12,Bhavadharani S,10.1.70.36,/profile,GET,200,29.17,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",6752f396-1d38-48a9-bf13-a00abf194929,6c70fb0d-d7c5-45b2-838a-77475abd680f
2026-09-03 11:05:14,Bhavadharani S,10.1.70.36,/change-password,GET,200,22.34,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",6752f396-1d38-48a9-bf13-a00abf194929,24a80d85-be82-4c2c-bad7-33bbce99cfa3
2026-09-03 13:47:34,anonymous,10.1.32.116,/,GET,200,21.66,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",e32fd9d3-2b1c-4861-bc38-9ee98145f341,f5ee31eb-7276-406f-bdbd-67ef7443461e
2026-09-03 13:47:36,anonymous,10.1.32.116,/login,GET,200,7.09,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",e32fd9d3-2b1c-4861-bc38-9ee98145f341,85e75eba-9da4-45e6-8ecb-b700ef358f63
2026-09-03 13:47:46,Bhavadharani S,10.1.32.116,/login,POST,302,334.03,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,f9a8a50b-f243-4de0-84e8-15958c2e5079
2026-09-03 13:47:46,Bhavadharani S,10.1.32.116,/dashboard,GET,200,21.98,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,fed51cd5-11e9-465b-b483-3e5189025742
2026-09-03 13:47:52,Bhavadharani S,10.1.32.116,/products,GET,200,38.37,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,fe25dd1b-1a95-4cdc-a2d8-45c1f68af1f9
2026-09-03 13:47:54,Bhavadharani S,10.1.32.116,/dashboard,GET,200,2.49,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,dd78a0e4-1909-4b1a-864a-5774c3db98f8
2026-09-03 13:47:58,Bhavadharani S,10.1.32.116,/profile,GET,200,46.73,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,160cdd8d-8d72-4f6d-a038-0e9e08b7b787
2026-09-03 13:48:00,Bhavadharani S,10.1.32.116,/change-password,GET,200,10.27,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,7e6a6316-1bc5-4a6d-b34d-3352ba8c8c87
2026-09-03 15:36:11,Bhavadharani S,10.1.32.116,/,GET,200,204.56,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,5d65e9ba-2bdc-47a4-9191-93f7ddabfa2f
2026-09-03 15:36:22,Bhavadharani S,10.1.32.116,/signup,GET,200,47.19,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,a97308af-9a8b-460d-ab97-98cc2dc7a345
2026-09-03 15:37:04,Bhavadharani S,10.1.32.116,/signup,POST,302,7423.13,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,0ea59849-b257-4333-8ee8-2ecbd177e639
2026-09-03 15:37:09,Bhavadharani S,10.1.32.116,/login,GET,200,10.36,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,3dff8d70-eda7-4f5f-996d-637ca68e479c
2026-09-03 15:37:32,Bhavadharani S,10.1.32.116,/login,POST,200,4340.75,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,00d0401d-16f6-4b30-9dba-d96bdb735ea4
2026-09-03 15:37:51,Bhavadharani S,10.1.32.116,/login,POST,200,4729.61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,1a75be4d-d89a-4947-952a-f8981205f067
2026-09-03 15:37:53,Bhavadharani S,10.1.32.116,/login,POST,200,3873.63,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/152.0.0.0 Safari/537.36 Edg/152.0.0.0",ea4c5034-86ba-4039-b3f3-fc114617c873,08b68f91-3f1c-42e7-b116-2c105e6be6f1
2026-09-03 15:46:25,Aarav Sharma,198.51.100.200,/login,POST,200,4967.67,python-requests/2.32.5,72e5d942-5094-42dc-a17d-25f2250e13ae,d6e0626f-32f5-4e10-8a89-394eb0ff3edb
2026-09-03 15:46:31,Aarav Sharma,198.51.100.201,/login,POST,200,5636.3,python-requests/2.32.5,72e5d942-5094-42dc-a17d-25f2250e13ae,5ba44847-cf5d-47c0-9400-7d47abc57d71
2026-09-03 15:46:37,Aarav Sharma,198.51.100.201,/login,POST,200,2942.43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,6a2e99ab-f6e3-44b0-841e-4f8afd6da26c
2026-09-03 15:46:42,Aarav Sharma,198.51.100.200,/login,POST,200,2840.5,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,fb38209a-df24-4dc4-8222-3a1a9e5cbaa7
2026-09-03 15:46:48,Aarav Sharma,198.51.100.201,/login,POST,200,4269.13,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,eb2b2640-4008-4bdf-b734-e6030b3c99f9
2026-09-03 15:46:54,Aarav Sharma,198.51.100.200,/login,POST,200,4809.16,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,d5f4e2b7-1c79-4b2a-920c-6b52f8e1d63e
2026-09-03 15:46:59,Aarav Sharma,198.51.100.201,/login,POST,200,4539.27,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,e140e729-d3c4-4403-9b56-998b527dcb4c
2026-09-03 15:47:06,Aarav Sharma,198.51.100.200,/login,POST,200,6223.66,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,72e5d942-5094-42dc-a17d-25f2250e13ae,a9097f63-70be-4139-b87d-c4f9acbf3074
2026-09-03 15:47:10,Aarav Sharma,198.51.100.201,/login,POST,200,4767.4,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,72e5d942-5094-42dc-a17d-25f2250e13ae,df53d012-3234-4b34-840d-facaae8e29d1
2026-09-03 15:47:14,Aarav Sharma,198.51.100.200,/login,POST,200,3264.24,python-requests/2.32.5,72e5d942-5094-42dc-a17d-25f2250e13ae,23a5a7db-b470-45b7-8ff5-915fe476b859
2026-09-03 15:47:19,Aarav Sharma,198.51.100.201,/login,POST,200,2818.05,python-requests/2.32.5,72e5d942-5094-42dc-a17d-25f2250e13ae,147525a9-5d92-4f80-9d4b-98f9dad3736d
2026-09-03 15:47:24,Aarav Sharma,198.51.100.200,/login,POST,200,2783.33,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,1c6cf91e-a0dc-46ba-a213-934299002ee4
2026-09-03 15:47:30,Aarav Sharma,198.51.100.201,/login,POST,200,3056.46,python-requests/2.32.5,72e5d942-5094-42dc-a17d-25f2250e13ae,efb9f654-f7f6-4516-921f-60a27eee7bac
2026-09-03 15:47:36,Aarav Sharma,198.51.100.200,/login,POST,200,3691.85,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,9fa33290-496b-4d63-981c-b91d295ef9f8
2026-09-03 15:47:40,Aarav Sharma,198.51.100.201,/login,POST,200,3173.08,python-requests/2.32.5,72e5d942-5094-42dc-a17d-25f2250e13ae,5ff9ff6c-7b2f-4419-9aa9-fd8d3437e616
2026-09-03 15:47:46,Aarav Sharma,198.51.100.200,/login,POST,200,3270.98,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,88081f09-b32d-4657-988c-548c5c990503
2026-09-03 15:47:51,Aarav Sharma,198.51.100.201,/login,POST,200,2873.88,python-requests/2.32.5,72e5d942-5094-42dc-a17d-25f2250e13ae,0c95f792-91da-44e9-a6cc-8f2a7a6bdc85
2026-09-03 15:47:56,Aarav Sharma,198.51.100.200,/login,POST,200,2988.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,f711bc61-b6f2-4a4d-9e14-2e477912432c
2026-09-03 15:48:02,Aarav Sharma,198.51.100.201,/login,POST,200,3678.15,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,72e5d942-5094-42dc-a17d-25f2250e13ae,60ab5549-462f-4409-b706-b3d818487780
2026-09-03 15:48:07,Aarav Sharma,198.51.100.200,/login,POST,200,3310.61,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,72e5d942-5094-42dc-a17d-25f2250e13ae,3ec99c49-4357-4efc-ba52-9bbec12da937
2026-09-03 15:48:12,Aarav Sharma,198.51.100.201,/login,POST,200,3124.14,python-requests/2.32.5,72e5d942-5094-42dc-a17d-25f2250e13ae,c603a27f-7b2e-4196-8eba-f3e22b048b8a
2026-09-03 15:48:16,Aarav Sharma,198.51.100.200,/products,GET,302,0.09,python-requests/2.32.5,c423b705-4d30-407e-97fc-fcbc66aea715,f14f3dd3-fddb-4282-9b8c-6e77bc3cd4ee
2026-09-03 15:48:19,Aarav Sharma,198.51.100.200,/login,GET,200,0.5,python-requests/2.32.5,c423b705-4d30-407e-97fc-fcbc66aea715,7118f422-4ad6-4b68-8b24-31ff8109049d
2026-09-03 15:48:22,Aarav Sharma,198.51.100.200,/profile,GET,302,0.12,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,513984d4-86fd-4f7a-b71c-9ab13a0b1054
2026-09-03 15:48:25,Aarav Sharma,198.51.100.200,/login,GET,200,0.3,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,274ebb86-9024-49d6-b5df-c43b4805b910
2026-09-03 15:48:28,Aarav Sharma,198.51.100.200,/profile,GET,302,0.19,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,9cd83a65-a6cd-449d-a3fe-48824d6c7a1d
2026-09-03 15:48:32,Aarav Sharma,198.51.100.200,/login,GET,200,0.24,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,4c03019e-3442-4d76-8b73-9a41e0c56c27
2026-09-03 15:48:35,Aarav Sharma,198.51.100.200,/products,GET,302,0.18,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,62a4f69d-6510-4376-a69b-fff96003836e
2026-09-03 15:48:38,Aarav Sharma,198.51.100.200,/login,GET,200,0.19,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,562c309b-cb3b-429f-9181-e12f667ba0d0
2026-09-03 15:48:42,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.19,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,2c48f28a-5d01-40fb-b559-ed3037f0ca45
2026-09-03 15:48:46,Aarav Sharma,198.51.100.200,/login,GET,200,0.44,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,8c2062e1-0e16-4dae-b0e2-3e15cd81c716
2026-09-03 15:48:49,Aarav Sharma,198.51.100.200,/products,GET,302,0.17,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,25c6c6e6-8c0c-477a-b528-62d5ea99da88
2026-09-03 15:48:54,Aarav Sharma,198.51.100.200,/login,GET,200,0.28,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,08a159b3-af0b-47b7-8871-bd074371f5a1
2026-09-03 15:48:57,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.15,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,c41a4d99-54a0-4502-8bea-ab890cc4153c
2026-09-03 15:49:02,Aarav Sharma,198.51.100.200,/login,GET,200,0.43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,70ff4762-996a-4009-9212-9dfb7d39ddf7
2026-09-03 15:49:05,Aarav Sharma,198.51.100.200,/profile,GET,302,0.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,af3b8c64-c8c9-45de-a286-90e0dcc159d6
2026-09-03 15:49:10,Aarav Sharma,198.51.100.200,/login,GET,200,0.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,9b656ec5-4e3f-4626-924e-e1f3a10c4074
2026-09-03 15:49:13,Aarav Sharma,198.51.100.200,/profile,GET,302,0.1,python-requests/2.32.5,c423b705-4d30-407e-97fc-fcbc66aea715,34439e67-72b8-48cd-beef-9febf738738b
2026-09-03 15:49:16,Aarav Sharma,198.51.100.200,/login,GET,200,0.22,python-requests/2.32.5,c423b705-4d30-407e-97fc-fcbc66aea715,b3445659-f6de-4eac-acb4-fb41c2e4af9b
2026-09-03 15:49:20,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.07,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,6b7b31b8-8a92-498e-a207-d5f244540186
2026-09-03 15:49:23,Aarav Sharma,198.51.100.200,/login,GET,200,0.25,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,93337a7c-64a6-4614-b622-3adae21f558d
2026-09-03 15:49:27,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.17,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,bb5eb354-0558-4e05-bd63-48b6a09c31e2
2026-09-03 15:49:30,Aarav Sharma,198.51.100.200,/login,GET,200,0.38,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,cfd23da3-593b-4ab2-b688-306a4a92777b
2026-09-03 15:49:33,Aarav Sharma,198.51.100.200,/products,GET,302,0.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,5baf3512-322b-4a84-9199-2ef62b82e218
2026-09-03 15:49:37,Aarav Sharma,198.51.100.200,/login,GET,200,0.3,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,32dea5df-fdff-455d-97fc-aa44871539a5
2026-09-03 15:49:40,Aarav Sharma,198.51.100.200,/products,GET,302,0.17,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,08c15344-1dfa-4174-9392-855f6ac4317c
2026-09-03 15:49:45,Aarav Sharma,198.51.100.200,/profile,GET,302,0.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,3be51262-0d80-462f-b157-678cb4d70686
2026-09-03 15:49:50,Aarav Sharma,198.51.100.200,/login,GET,200,0.58,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,7d6032fd-4d52-4138-b2e6-b5f878d8e6be
2026-09-03 15:49:55,Aarav Sharma,198.51.100.200,/products,GET,302,0.25,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,cf47365a-960b-4ec1-b358-97c8ac2700f7
2026-09-03 15:50:00,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,f1521b67-62e8-4c6f-b41c-fed0049bcdfc
2026-09-03 15:50:05,Aarav Sharma,198.51.100.200,/login,GET,200,0.32,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,a0111d9a-8a4e-49fc-8ad0-b213f34d9809
2026-09-03 15:50:09,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.14,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,8541718c-34ea-4caa-9a50-df707f21e90a
2026-09-03 15:50:13,Aarav Sharma,198.51.100.200,/login,GET,200,0.34,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,a2b3e50c-2b45-421a-b5fe-356cf8fdd838
2026-09-03 15:50:18,Aarav Sharma,198.51.100.200,/profile,GET,302,0.21,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,85ced280-9ef3-44e6-9658-b59c7cd936b3
2026-09-03 15:50:23,Aarav Sharma,198.51.100.200,/products,GET,302,0.21,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,eda00d62-018d-4032-a9e1-bfe690681bfb
2026-09-03 15:50:28,Aarav Sharma,198.51.100.200,/login,GET,200,0.59,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,0db24d76-adce-4891-92a0-4547e738cd19
2026-09-03 15:50:32,Aarav Sharma,198.51.100.200,/products,GET,302,0.19,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,9c2c095a-8152-4eea-9f69-962cd3621fb4
2026-09-03 15:50:37,Aarav Sharma,198.51.100.200,/login,GET,200,0.23,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,e42903c4-59dd-4a0d-837e-e487071cb4e7
2026-09-03 15:50:42,Aarav Sharma,198.51.100.200,/products,GET,302,0.2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,144d9026-7c03-425b-970c-faa5c62d5006
2026-09-03 15:50:46,Aarav Sharma,198.51.100.200,/login,GET,200,0.48,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,8ee10104-2f20-4684-a9d1-31485c6741e2
2026-09-03 15:50:51,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.2,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15,c423b705-4d30-407e-97fc-fcbc66aea715,480bead9-6669-4235-8705-4beb2d7e99c5
2026-09-03 15:50:56,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.36,python-requests/2.32.5,c423b705-4d30-407e-97fc-fcbc66aea715,b5bf27d5-144b-4d8e-bc10-832614b9aafd
2026-09-03 15:51:01,Aarav Sharma,198.51.100.200,/profile,GET,302,0.11,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,78d9a1a8-9fe0-4062-8ab5-182e62369ee5
2026-09-03 15:51:06,Aarav Sharma,198.51.100.200,/products,GET,302,0.19,python-requests/2.32.5,c423b705-4d30-407e-97fc-fcbc66aea715,4f5d8e25-c85f-4822-97c2-ed4e20e7178f
2026-09-03 15:51:11,Aarav Sharma,198.51.100.200,/dashboard,GET,302,0.11,python-requests/2.32.5,c423b705-4d30-407e-97fc-fcbc66aea715,db282cc3-6c7f-4869-b388-f1e56cb10333
2026-09-03 15:51:16,Aarav Sharma,198.51.100.200,/login,GET,200,0.62,python-requests/2.32.5,c423b705-4d30-407e-97fc-fcbc66aea715,38379e43-6478-4a68-9986-cfbb4555c182
2026-09-03 15:51:21,Aarav Sharma,198.51.100.200,/profile,GET,302,0.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,e1c983ab-6ee5-4cc7-82c6-cb8f1a381d7d
2026-09-03 15:51:26,Aarav Sharma,198.51.100.200,/login,GET,200,1.04,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,c423b705-4d30-407e-97fc-fcbc66aea715,551981dd-b951-427c-89f0-672d3fd3f391
